"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"rstanarm","rstanarm","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.21.1",NA,"R (>= 3.4.0), Rcpp (>= 0.12.0), methods","bayesplot (>= 1.7.0), ggplot2 (>= 2.2.1), lme4 (>= 1.1-8), loo
(>= 2.1.0), Matrix (>= 1.2-13), nlme (>= 3.1-124), rstan (>=
2.21.1), rstantools (>= 2.1.0), shinystan (>= 2.3.0), stats,
survival (>= 2.40.1), RcppParallel (>= 5.0.1), utils","StanHeaders (>= 2.21.0), rstan (>= 2.21.1), BH (>=
1.72.0-2), Rcpp (>= 0.12.0), RcppEigen (>= 0.3.3.3.0),
RcppParallel (>= 5.0.1)","betareg, data.table (>= 1.10.0), digest, gridExtra, HSAUR3,
knitr (>= 1.15.1), MASS, mgcv (>= 1.8-13), rmarkdown, roxygen2,
StanHeaders (>= 2.21.0), testthat (>= 1.0.2)",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.0.2"
"rstantools","rstantools","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.1.1",NA,NA,"desc, stats, utils, Rcpp (>= 0.12.16), RcppParallel (>= 5.0.1)",NA,"rstan (>= 2.17.2), usethis (>= 1.5.1), testthat (>= 2.0.0),
knitr, pkgbuild, pkgload, roxygen2 (>= 6.0.1), rmarkdown,
rstudioapi",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.0.2"
"RStata","RStata","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1.1",NA,NA,"foreign, tools, utils",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.0.0"
"rstatix","rstatix","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.6.0",NA,"R (>= 3.3.0)","stats, utils, tidyr (>= 1.0.0), purrr, broom (>= 0.5.6), rlang
(>= 0.3.1), tibble (>= 2.1.3), dplyr (>= 0.7.1), magrittr,
corrplot, tidyselect (>= 1.0.0), car, generics (>= 0.0.2)",NA,"knitr, rmarkdown, ggpubr, graphics, emmeans, coin, boot,
testthat, spelling",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.1"
"rstudioapi","rstudioapi","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.11",NA,NA,NA,NA,"testthat, knitr, rmarkdown, clipr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"Rttf2pt1","Rttf2pt1","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.3.8",NA,"R (>= 2.15)",NA,NA,NA,NA,"file LICENSE","yes",NA,NA,NA,"yes","4.0.0"
"rtweet","rtweet","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.7.0",NA,"R (>= 3.1.0)","httr (>= 1.3.0), jsonlite (>= 0.9.22), magrittr (>= 1.5),
tibble (>= 1.3.4), utils, progress, Rcpp, httpuv",NA,"ggplot2, knitr, magick, openssl, readr, rmarkdown, testthat
(>= 2.1.0), webshot, covr, igraph",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"rvcheck","rvcheck","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1.8",NA,"R (>= 3.4.0)","BiocManager, utils, rlang",NA,NA,NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.0"
"rversions","rversions","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.0.2",NA,NA,"curl, utils, xml2 (>= 1.0.0)",NA,"mockery, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"rvest","rvest","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3.6",NA,"R (>= 3.2), xml2","httr (>= 0.5), magrittr, selectr",NA,"covr, knitr, png, rmarkdown, spelling, stringi (>= 0.3.1),
testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"rvg","rvg","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.2.5",NA,"R (>= 3.0)","grDevices, Rcpp (>= 0.12.12), officer (>= 0.3.6), gdtools (>=
0.2.1), xml2 (>= 1.0.0), rlang","Rcpp, gdtools","rmarkdown, htmltools, testthat, covr, grid, knitr",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"rwhatsapp","rwhatsapp","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.2.2",NA,"R (>= 3.4.0)","stringi (>= 1.1.7), tibble (>= 1.4.0)",NA,"knitr, testthat, covr, spelling, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.0"
"S4Vectors","S4Vectors","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.26.1",NA,"R (>= 3.3.0), methods, utils, stats, stats4, BiocGenerics (>=
0.31.1)",NA,NA,"IRanges, GenomicRanges, SummarizedExperiment, Matrix,
DelayedArray, ShortRead, graph, data.table, RUnit, BiocStyle",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.0.0"
"sampleSelection","sampleSelection","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.2-6",NA,"R (>= 2.10), maxLik (>= 0.7-3), stats","miscTools (>= 0.6-3), systemfit (>= 1.0-0), Formula (>=
1.1-1), VGAM (>= 1.1-1), mvtnorm (>= 0.9-9994)",NA,"lmtest, Ecdat",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"sandwich","sandwich","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.5-1",NA,"R (>= 2.10.0)","stats, utils, zoo",NA,"AER, car, geepack, lattice, lmtest, MASS, multiwayvcov,
parallel, pcse, plm, pscl, scatterplot3d, stats4, strucchange,
survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.0.2"
"sass","sass","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.2.0",NA,NA,"digest, fs, rlang, htmltools",NA,"testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.0"
"scales","scales","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1.1",NA,"R (>= 3.2)","farver (>= 2.0.3), labeling, lifecycle, munsell (>= 0.5), R6,
RColorBrewer, viridisLite",NA,"bit64, covr, dichromat, ggplot2, hms (>= 0.5.0), testthat (>=
2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"scico","scico","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.2.0",NA,"R (>= 2.10)","grDevices",NA,"ggplot2, testthat, dplyr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"scoringRules","scoringRules","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0.0",NA,"R (>= 3.00)","Rcpp (>= 0.12.0), methods, MASS, knitr","Rcpp, RcppArmadillo","gsl (>= 1.8-3), hypergeo(>= 1.0), rmarkdown, testthat, crch",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"segmented","segmented","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.2-0",NA,NA,NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"no","4.0.2"
"selectr","selectr","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.4-2",NA,"R (>= 3.0)","methods, stringr, R6",NA,"testthat, XML, xml2",NA,"BSD_3_clause + file LICENCE",NA,NA,NA,NA,"no","4.0.0"
"sem","sem","C:/Users/John Karuitha/Documents/R/win-library/4.0","3.1-11",NA,"R (>= 3.5.0), stats","matrixcalc, MASS, boot, mi (>= 0.9-99), utils",NA,"polycor, DiagrammeR",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"semsfa","semsfa","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1",NA,"R (>= 3.1.2), mgcv, np, gamlss","moments, doParallel, foreach, iterators",NA,NA,NA,"GPL",NA,NA,NA,NA,"no","4.0.2"
"semver","semver","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.2.0",NA,NA,"Rcpp (>= 0.12.8), assertthat, utils","Rcpp","testthat, covr, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"seriation","seriation","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.2-8",NA,"R (>= 2.14.0)","TSP, qap, grid, cluster, gclus, dendextend, colorspace, MASS,
gplots, registry, methods, stats, grDevices",NA,"biclust, testthat, DendSer, GA",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"servr","servr","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.18",NA,"R (>= 3.0.0)","mime (>= 0.2), httpuv (>= 1.5.2), xfun, jsonlite",NA,"tools, later, rstudioapi, knitr (>= 1.9), rmarkdown",NA,"GPL",NA,NA,NA,NA,"no","4.0.2"
"sessioninfo","sessioninfo","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1.1",NA,NA,"cli, tools, utils, withr",NA,"callr, covr, mockery, testthat",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.0"
"setRNG","setRNG","C:/Users/John Karuitha/Documents/R/win-library/4.0","2013.9-1",NA,"R (>= 2.5.0)",NA,NA,NA,NA,"GPL-2 | file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"sets","sets","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0-18",NA,"R (>= 2.7.0)","graphics,grDevices,stats,utils",NA,"proxy",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.2"
"sf","sf","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.9-6",NA,"methods, R (>= 3.3.0)","classInt (>= 0.4-1), DBI (>= 0.8), graphics, grDevices, grid,
magrittr, Rcpp (>= 0.12.18), stats, tools, units (>= 0.6-0),
utils","Rcpp","blob, covr, dplyr (>= 0.8-3), ggplot2, knitr, lwgeom (>=
0.2-1), maps, mapview, microbenchmark, odbc, pillar, pool,
raster, rgdal, rgeos, rlang, rmarkdown, RPostgres (>= 1.1.0),
RPostgreSQL, RSQLite, s2 (>= 1.0.1), sp (>= 1.2-4), spatstat,
spatstat.utils, stars (>= 0.2-0), testthat, tibble (>= 1.4.1),
tidyr (>= 1.0-0), tidyselect (>= 1.0.0), tmap (>= 2.0), vctrs",NA,"GPL-2 | MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"sfa","sfa","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0-1",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.0"
"sfadv","sfadv","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0.1",NA,"R (>= 2.10)","gmm, minpack.lm",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"shape","shape","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.4.5",NA,"R (>= 2.01)","stats, graphics, grDevices",NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.0.2"
"shiny","shiny","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.5.0",NA,"R (>= 3.0.2), methods","utils, grDevices, httpuv (>= 1.5.2), mime (>= 0.3), jsonlite
(>= 0.9.16), xtable, digest, htmltools (>= 0.4.0.9003), R6 (>=
2.0), sourcetools, later (>= 1.0.0), promises (>= 1.1.0),
tools, crayon, rlang (>= 0.4.0), fastmap (>= 1.0.0), withr,
commonmark (>= 1.7), glue (>= 1.3.2)",NA,"datasets, Cairo (>= 1.5-5), testthat (>= 2.1.1), knitr (>=
1.6), markdown, rmarkdown, ggplot2, reactlog (>= 1.0.0),
magrittr, shinytest, yaml, future, dygraphs, ragg, showtext",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.0.1"
"shinyAce","shinyAce","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.4.1",NA,"R (>= 3.3.0)","shiny (>= 1.0.5), jsonlite, utils, tools",NA,"testthat (>= 2.0.0), dplyr (>= 0.8.3)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"shinyBS","shinyBS","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.61",NA,NA,"shiny (>= 0.11), htmltools",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.0.0"
"shinydashboard","shinydashboard","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.7.1",NA,"R (>= 3.0)","utils, shiny (>= 1.0.0), htmltools (>= 0.2.6), promises",NA,NA,NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"shinydashboardPlus","shinydashboardPlus","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.7.5",NA,NA,"shiny, htmltools, shinydashboard",NA,"styler (>= 1.2.0), shinyAce, shinyWidgets, shinyEffects,
shinyjqui, knitr, rmarkdown",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"shinyjs","shinyjs","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.0.0",NA,"R (>= 3.1.0)","digest (>= 0.6.8), htmltools (>= 0.2.9), jsonlite, shiny (>=
1.0.0)",NA,"knitr (>= 1.7), rmarkdown, shinyAce, shinydisconnect,
testthat (>= 0.9.1)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"shinyloadtest","shinyloadtest","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0.1",NA,"R (>= 2.10)","R6, curl, dplyr (>= 0.8.0.1), getPass, ggplot2, glue, gtable,
htmltools, httpuv (>= 1.5.2), jsonlite, lubridate, magrittr,
progress, readr, rlang (>= 0.1.2), rmarkdown, scales, stringr,
tibble, svglite, websocket (>= 1.0.0), xml2",NA,"testthat, usethis",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"shinyobjects","shinyobjects","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.2.0",NA,NA,"dplyr, glue, knitr, magrittr, methods, pander, purrr, readr,
rlang, rstudioapi, shiny, stringr, styler, tibble, tidyr",NA,"rmarkdown, testthat, mockery, spelling, covr",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"shinystan","shinystan","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.5.0",NA,"R (>= 3.1.0), shiny (>= 1.0.3)","bayesplot (>= 1.5.0), colourpicker, DT (>= 0.2), dygraphs (>=
1.1.1.2), ggplot2 (>= 2.1.1), gridExtra, gtools, markdown (>=
0.7.4), methods, reshape2, rsconnect (>= 0.4.2), rstan (>=
2.17.1), stats, shinyjs (>= 0.6.0), shinythemes (>= 1.0.1),
threejs (>= 0.2.1), utils, xtable, xts (>= 0.9-7)",NA,"coda, knitr (>= 1.9), rmarkdown (>= 0.8.1), rstanarm (>=
2.17.4), testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.0.2"
"shinytest","shinytest","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.4.0",NA,NA,"assertthat, digest, crayon, debugme, parsedate, pingr, callr
(>= 2.0.3), R6, rematch, httr, shiny (>= 1.3.2), testthat (>=
1.0.0), utils, webdriver (>= 1.0.5), htmlwidgets, jsonlite,
withr, httpuv, rstudioapi (>= 0.8.0.9002)",NA,"rmarkdown, flexdashboard",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"ShinyTester","ShinyTester","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1.0",NA,NA,"dplyr, purrr, readr, stringr, tidyr, visNetwork",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"shinythemes","shinythemes","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1.2",NA,"R (>= 3.0.0)","shiny (>= 0.11)",NA,NA,NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"shinyWidgets","shinyWidgets","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.5.3",NA,"R (>= 3.1.0)","shiny (>= 0.14), htmltools, jsonlite, grDevices",NA,"shinydashboard, testthat, covr, shinydashboardPlus, bs4Dash,
argonR, argonDash, tablerDash, ggplot2, DT, scales",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.0"
"showimage","showimage","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0.0",NA,NA,"png, tools",NA,"covr, testthat",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.0.2"
"signal","signal","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.7-6",NA,"R (>= 2.14.0)","MASS, graphics, grDevices, stats, utils",NA,"pracma",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.0"
"silgelib","silgelib","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1.1",NA,NA,"ggplot2",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"simpleboot","simpleboot","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1-7",NA,"R (>= 2.14.0)","boot, stats, graphics",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"simplecolors","simplecolors","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1.0",NA,"R (>= 3.1.0)","colorspace, dplyr, forcats, ggplot2, magrittr, stats, stringr",NA,"knitr, rmarkdown, testthat, covr, devtools, spelling",NA,"GNU General Public License",NA,NA,NA,NA,"no","4.0.2"
"sjlabelled","sjlabelled","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1.6",NA,"R (>= 3.2)","insight (>= 0.7.0), stats, tools, utils",NA,"dplyr, haven (>= 1.1.2), magrittr, sjmisc, sjPlot, knitr,
rlang, rmarkdown, snakecase, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"skedastic","skedastic","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0.1",NA,"R (>= 4.0.0)","Rdpack (>= 0.11.1), broom (>= 0.5.6), pracma (>= 2.2.9), gmp
(>= 0.5.13), Rmpfr (>= 0.8.0), arrangements (>= 1.1.8),
cubature (>= 2.0.4), quantreg (>= 5.55), CompQuadForm (>=
1.4.3), MASS (>= 7.3.47), qpdf (>= 1.1), boot (>= 1.3.24),
berryFunctions (>= 1.17), bazar (>= 1.0.11), expm (>= 0.999.4),
mvtnorm (>= 1.1.0), data.table (>= 1.12.8), dplyr (>= 0.8.5)",NA,"knitr, rmarkdown, devtools, lmtest, car, tseries, tibble,
het.test, testthat, mlbench",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"skimr","skimr","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.1.2",NA,"R (>= 3.1.2)","cli, crayon, dplyr (>= 0.8.0), knitr (>= 1.2), magrittr (>=
1.5), purrr, repr, rlang (>= 0.3.1), stats, stringr (>= 1.1),
tibble (>= 2.0.0), tidyr (>= 1.0), tidyselect (>= 0.2.5), withr",NA,"covr, extrafont, lubridate, rmarkdown, sf, testthat (>=
2.0.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"slam","slam","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1-47",NA,"R (>= 3.4.0)","stats",NA,NA,"Matrix, SparseM, spam","GPL-2",NA,NA,NA,NA,"yes","4.0.0"
"slider","slider","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1.5",NA,"R (>= 3.2)","glue, rlang (>= 0.4.5), vctrs (>= 0.3.0), warp","vctrs (>= 0.3.0)","covr, dplyr (>= 0.8.3), knitr, lubridate, rmarkdown, testthat
(>= 2.1.0), xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"sna","sna","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.5",NA,"R (>= 2.0.0), utils, statnet.common, network",NA,NA,"rgl, numDeriv, SparseM",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.0"
"snakecase","snakecase","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.11.0",NA,"R (>= 3.2)","stringr, stringi",NA,"testthat, covr, tibble, purrrlyr, knitr, rmarkdown, magrittr",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"snow","snow","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.4-3",NA,"R (>= 2.13.1), utils",NA,NA,"Rmpi,rlecuyer,nws",NA,"GPL",NA,NA,NA,NA,"no","4.0.0"
"SnowballC","SnowballC","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.7.0",NA,NA,NA,NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.0.0"
"sodium","sodium","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1",NA,NA,NA,NA,"knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"sourcetools","sourcetools","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1.7",NA,"R (>= 3.0.2)",NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.0"
"sp","sp","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.4-2",NA,"R (>= 3.0.0), methods","utils, stats, graphics, grDevices, lattice, grid",NA,"RColorBrewer, rgdal (>= 1.2-3), rgeos (>= 0.3-13), gstat,
maptools, deldir",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.0"
"spacyr","spacyr","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.2.1",NA,"R (>= 3.0.0), methods","data.table, reticulate (>= 1.6)",NA,"dplyr, knitr, quanteda, R.rsp, rmarkdown, spelling, testthat,
tidytext, tibble",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"spam","spam","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.5-1",NA,"R (>= 3.1), dotCall64, grid, methods",NA,NA,"spam64, fields, SparseM, Matrix, testthat, R.rsp, truncdist,
knitr, rmarkdown",NA,"LGPL-2 | BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"sparklyr","sparklyr","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.4.0",NA,"R (>= 3.2)","assertthat, base64enc, config (>= 0.2), DBI (>= 0.6-1), dplyr
(>= 0.7.2), dbplyr (>= 1.1.0), digest, forge, generics,
globals, glue, httr (>= 1.2.1), jsonlite (>= 1.4), lifecycle,
methods, openssl (>= 0.8), purrr, r2d3, rappdirs, rjson (>=
0.2.20), rlang (>= 0.1.4), rprojroot, rstudioapi (>= 0.10),
stringr, tibble, tidyr, tidyselect, vctrs, uuid, withr, xml2,
ellipsis (>= 0.1.0)",NA,"arrow (>= 0.14.0), broom, diffobj, foreach, ggplot2,
iterators, janeaustenr, Lahman, mlbench, nnet, nycflights13,
R6, RCurl, reshape2, shiny (>= 1.0.1), testthat",NA,"Apache License 2.0 | file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"SparseM","SparseM","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.78",NA,"R (>= 2.15), methods","graphics, stats, utils",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.0"
"spatial","spatial","C:/Users/John Karuitha/Documents/R/win-library/4.0","7.3-12","recommended","R (>= 3.0.0), graphics, stats, utils",NA,NA,"MASS",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.0"
"spatialprobit","spatialprobit","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.9-11",NA,"R (>= 1.9.0), Matrix, spdep, mvtnorm, tmvtnorm","stats",NA,"RUnit, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"spatialreg","spatialreg","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1-5",NA,"R (>= 3.3.0), spData, Matrix","spdep, expm, coda, methods, MASS, boot, splines, LearnBayes,
nlme, gmodels",NA,"parallel, RSpectra, sf, tmap, foreign, spam, knitr, lmtest,
sandwich",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.2"
"spData","spData","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3.8",NA,"R (>= 3.3.0)","sp, raster",NA,"foreign, maptools, rgdal, sf (>= 0.9-1), spDataLarge (>=
0.4.0), spdep, spatialreg",NA,"CC0",NA,NA,NA,NA,"no","4.0.2"
"spdep","spdep","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1-5",NA,"R (>= 3.3.0), methods, sp (>= 1.0), spData (>= 0.2.6.0), sf","deldir, boot (>= 1.3-1), graphics, grDevices, utils, stats,
Matrix, LearnBayes, MASS, coda, expm, gmodels, nlme",NA,"spatialreg (>= 1.1-1), parallel, RANN, rgeos, RColorBrewer,
lattice, xtable, maptools (>= 0.5-4), foreign, igraph,
RSpectra, knitr, rgdal, classInt, tmap, spam, ggplot2,
rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"spfrontier","spfrontier","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.2.5",NA,"R (>= 3.6),moments,tmvtnorm,mvtnorm,spdep,ezsim","methods,parallel,optimx,numDeriv",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"sphet","sphet","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.7",NA,"R (>= 3.0.1)","nlme, spdep (>= 0.5-67), Matrix, sp, methods",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"splinetree","splinetree","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.2.0",NA,"R (>= 3.5.0), rpart, nlme, splines","mosaic, ggplot2, treeClust, mclust",NA,"R.rsp, knitr, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"splm","splm","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.4-11",NA,"R (>= 2.12.0), spdep","plm, maxLik, MASS, bdsmatrix, ibdreg, nlme, Matrix, spam,
methods",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"sqldf","sqldf","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.4-11",NA,"R (>= 3.1.0), gsubfn (>= 0.6), proto, RSQLite","DBI, chron",NA,"RH2, RMySQL, RPostgreSQL, svUnit, tcltk, MASS",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.0"
"SQUAREM","SQUAREM","C:/Users/John Karuitha/Documents/R/win-library/4.0","2020.4",NA,"R (>= 3.0)",NA,NA,"setRNG",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"ssfa","ssfa","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1",NA,"Matrix, maxLik, spdep, sp",NA,NA,"R.rsp",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"StanHeaders","StanHeaders","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.21.0-6",NA,"R (>= 3.4.0)","RcppParallel (>= 5.0.1)","RcppEigen, RcppParallel (>= 5.0.1)","Rcpp, BH, knitr (>= 1.15.1), rmarkdown, Matrix, methods,
rstan",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"stargazer","stargazer","C:/Users/John Karuitha/Documents/R/win-library/4.0","5.2.2",NA,NA,"stats, utils",NA,NA,"AER, betareg, brglm, censReg, dynlm, eha, erer, ergm, fGarch,
gee, glmx, gmm, lfe, lme4, lmtest, MASS, mclogit, mgcv, mlogit,
mnlogit, nlme, nnet, ordinal, plm, pscl, quantreg, rms,
relevent, robustbase, sampleSelection, spdep, survey, survival,
Zelig","GPL (>= 2)",NA,NA,NA,NA,"no","4.0.0"
"statmod","statmod","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.4.34",NA,"R (>= 3.0.0)","stats, graphics",NA,"MASS, tweedie",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.0"
